incident_id,date,city,area_type,drug_type,crime_type,quantity_seized_g,offender_age,offender_gender,prior_offenses,repeat_offender,arrest_made,risk_level
DC03151,2022-03-23,Kolkata,Industrial Area,Cannabis,Public Consumption,27.53,20,Female,0,0,1,Low
DC04929,2022-03-23,Pune,Nightlife District,Cannabis,Possession,7.02,15,Male,0,0,0,Low
DC01138,2022-03-23,Bengaluru,Rural/Outskirts,Cannabis,Possession,4.92,28,Male,1,0,0,Low
DC02154,2022-03-24,Ahmedabad,Urban Residential,Prescription Drugs,Possession,8.45,30,Male,1,0,1,Low
DC02894,2022-03-24,Kolkata,Urban Residential,Cannabis,Distribution,13.56,34,Female,1,0,1,Medium
DC03868,2022-03-25,Kolkata,Commercial Zone,Cannabis,Possession,18.01,38,Male,2,1,1,Low
DC01650,2022-03-25,Kolkata,Nightlife District,Heroin,Possession,24.99,21,Male,1,0,0,Low
DC02397,2022-03-25,Mumbai,Urban Residential,MDMA,Distribution,0.54,30,Female,0,0,1,Low
DC00726,2022-03-25,Ahmedabad,Nightlife District,Cannabis,Distribution,62.93,27,Male,1,0,0,Medium
DC00005,2022-03-25,Mumbai,Rural/Outskirts,Cannabis,Possession,22.87,40,Male,0,0,0,Low
DC00877,2022-03-26,Pune,Urban Residential,Cannabis,Possession,27.7,22,Female,0,0,1,Low
DC02002,2022-03-26,Delhi,Rural/Outskirts,Cannabis,Distribution,57.92,33,Male,3,1,1,Medium
DC02701,2022-03-26,Hyderabad,Commercial Zone,Heroin,Possession,17.85,23,Female,0,0,1,Low
DC03641,2022-03-26,Mumbai,Urban Residential,Cannabis,Distribution,90.96,24,Male,0,0,0,Medium
DC00452,2022-03-26,Hyderabad,Urban Residential,MDMA,Distribution,17.07,23,Male,1,0,0,Medium
DC00108,2022-03-27,Pune,Commercial Zone,Cocaine,Public Consumption,33.17,42,Male,6,1,0,Medium
DC03087,2022-03-27,Delhi,Educational Zone,MDMA,Distribution,12.6,21,Female,1,0,1,Medium
DC04613,2022-03-27,Bengaluru,Nightlife District,Cannabis,Trafficking,98.03,36,Male,2,1,1,High
DC01630,2022-03-27,Bengaluru,Urban Residential,Prescription Drugs,Public Consumption,12.21,33,Male,1,0,0,Low
DC04372,2022-03-27,Delhi,Nightlife District,MDMA,Possession,0.77,34,Male,2,1,1,Low
DC00788,2022-03-28,Delhi,Commercial Zone,Methamphetamine,Possession,11.69,31,Male,2,1,1,Low
DC03965,2022-03-28,Chennai,Nightlife District,Other Synthetic,Possession,13.78,44,Male,3,1,1,Low
DC01872,2022-03-28,Mumbai,Commercial Zone,MDMA,Distribution,3.63,39,Male,1,0,1,Low
DC03663,2022-03-28,Chennai,Urban Residential,Cocaine,Possession,14.7,33,Male,1,0,0,Low
DC02414,2022-03-29,Chennai,Commercial Zone,MDMA,Possession,10.18,23,Male,0,0,1,Low
DC04940,2022-03-29,Ahmedabad,Commercial Zone,Methamphetamine,Possession,8.93,44,Male,1,0,1,Low
DC00627,2022-03-29,Bengaluru,Industrial Area,Cocaine,Possession,7.82,25,Male,2,1,1,Low
DC02792,2022-03-29,Lucknow,Urban Residential,Methamphetamine,Possession,14.04,19,Male,3,1,0,Low
DC03355,2022-03-29,Mumbai,Commercial Zone,Prescription Drugs,Distribution,31.24,23,Male,3,1,1,Medium
DC00163,2022-03-29,Kolkata,Commercial Zone,Cocaine,Possession,23.23,27,Male,3,1,0,Low
DC03657,2022-03-30,Delhi,Urban Residential,MDMA,Public Consumption,12.03,24,Male,0,0,0,Low
DC03811,2022-03-30,Kolkata,Urban Residential,Cannabis,Possession,18.46,43,Male,1,0,0,Low
DC00202,2022-03-31,Chennai,Commercial Zone,MDMA,Possession,14.55,16,Male,1,0,1,Low
DC01970,2022-03-31,Chennai,Urban Residential,Cocaine,Possession,4.05,31,Male,2,1,0,Low
DC03864,2022-03-31,Delhi,Industrial Area,Cannabis,Distribution,135.84,36,Male,1,0,1,Medium
DC04264,2022-04-01,Delhi,Urban Residential,MDMA,Distribution,17.06,18,Male,0,0,1,Low
DC02469,2022-04-01,Bengaluru,Urban Residential,Cannabis,Possession,0.5,31,Female,2,1,1,Low
DC03245,2022-04-01,Kolkata,Urban Residential,Cannabis,Manufacturing,212.87,27,Male,2,1,1,High
DC03065,2022-04-02,Kolkata,Industrial Area,Prescription Drugs,Possession,21.33,38,Male,0,0,1,Low
DC04837,2022-04-02,Delhi,Educational Zone,Cocaine,Public Consumption,14.07,26,Female,0,0,0,Low
DC00476,2022-04-02,Lucknow,Urban Residential,Cannabis,Distribution,138.11,31,Male,2,1,1,High
DC02242,2022-04-02,Chennai,Urban Residential,Cannabis,Distribution,67.24,26,Female,1,0,1,Medium
DC04703,2022-04-02,Kolkata,Urban Residential,Cannabis,Possession,1.63,21,Female,2,1,1,Low
DC04481,2022-04-03,Mumbai,Urban Residential,Cannabis,Possession,92.36,23,Male,1,0,0,Low
DC02996,2022-04-03,Ahmedabad,Rural/Outskirts,Methamphetamine,Distribution,0.8,43,Female,2,1,0,Medium
DC00025,2022-04-03,Bengaluru,Nightlife District,Cannabis,Distribution,61.14,20,Male,1,0,1,Medium
DC02771,2022-04-04,Chennai,Urban Residential,Prescription Drugs,Public Consumption,33.11,19,Female,2,1,1,Low
DC02182,2022-04-04,Mumbai,Urban Residential,Cannabis,Possession,14.57,22,Male,1,0,0,Low
DC04232,2022-04-05,Hyderabad,Commercial Zone,Cannabis,Possession,8.5,17,Male,1,0,1,Low
DC00471,2022-04-05,Chennai,Urban Residential,MDMA,Public Consumption,2.97,18,Male,3,1,1,Low
DC03801,2022-04-05,Delhi,Industrial Area,Cannabis,Trafficking,59.89,32,Male,1,0,1,Medium
DC04686,2022-04-05,Delhi,Commercial Zone,Cannabis,Possession,10.13,21,Female,2,1,0,Low
DC02075,2022-04-06,Jaipur,Industrial Area,Cannabis,Possession,2.44,14,Male,1,0,0,Low
DC04402,2022-04-07,Bengaluru,Commercial Zone,Cannabis,Possession,9.58,14,Male,2,1,1,Low
DC00834,2022-04-07,Mumbai,Rural/Outskirts,Methamphetamine,Possession,5.51,38,Male,0,0,0,Low
DC03704,2022-04-07,Ahmedabad,Industrial Area,Methamphetamine,Possession,17.36,19,Male,4,1,0,Medium
DC02012,2022-04-09,Chennai,Nightlife District,Cannabis,Trafficking,125.92,25,Male,3,1,1,High
DC04820,2022-04-09,Mumbai,Urban Residential,Heroin,Distribution,7.41,26,Male,1,0,1,Low
DC02605,2022-04-09,Chennai,Urban Residential,Methamphetamine,Public Consumption,12.49,33,Male,2,1,1,Low
DC00286,2022-04-09,Chennai,Rural/Outskirts,MDMA,Public Consumption,0.5,18,Male,5,1,0,Medium
DC01234,2022-04-10,Chennai,Rural/Outskirts,Methamphetamine,Possession,7.87,21,Male,0,0,1,Low
DC01638,2022-04-10,Mumbai,Urban Residential,Cannabis,Trafficking,64.49,42,Male,1,0,0,Medium
DC01124,2022-04-10,Ahmedabad,Rural/Outskirts,Cannabis,Distribution,10.86,20,Male,2,1,0,Medium
DC01764,2022-04-10,Bengaluru,Nightlife District,MDMA,Distribution,4.71,26,Male,0,0,1,Low
DC00327,2022-04-11,Hyderabad,Urban Residential,Prescription Drugs,Possession,20.54,24,Male,1,0,0,Low
DC01696,2022-04-11,Chennai,Nightlife District,Prescription Drugs,Public Consumption,6.57,25,Male,1,0,0,Low
DC01091,2022-04-11,Lucknow,Urban Residential,Cocaine,Public Consumption,0.5,31,Male,0,0,0,Low
DC04136,2022-04-11,Chennai,Urban Residential,Heroin,Public Consumption,4.55,26,Male,2,1,0,Low
DC03058,2022-04-11,Chennai,Industrial Area,Heroin,Possession,3.59,22,Female,2,1,0,Low
DC01448,2022-04-11,Ahmedabad,Nightlife District,Cannabis,Distribution,68.96,38,Male,1,0,1,Medium
DC01149,2022-04-12,Ahmedabad,Urban Residential,Methamphetamine,Possession,31.82,28,Male,1,0,1,Low
DC01591,2022-04-13,Kolkata,Industrial Area,Methamphetamine,Possession,0.5,30,Male,1,0,0,Low
DC00582,2022-04-13,Lucknow,Urban Residential,Cannabis,Distribution,79.38,28,Male,2,1,0,Medium
DC03874,2022-04-14,Ahmedabad,Urban Residential,Cocaine,Public Consumption,13.18,22,Male,1,0,0,Low
DC02569,2022-04-14,Ahmedabad,Industrial Area,Cannabis,Trafficking,174.88,37,Female,4,1,1,High
DC01835,2022-04-15,Ahmedabad,Urban Residential,Cannabis,Possession,10.66,34,Male,1,0,0,Low
DC03048,2022-04-15,Delhi,Commercial Zone,Cocaine,Public Consumption,27.14,21,Male,0,0,0,Low
DC02480,2022-04-15,Pune,Urban Residential,Methamphetamine,Public Consumption,11.68,32,Male,1,0,1,Low
DC04458,2022-04-15,Mumbai,Commercial Zone,Methamphetamine,Public Consumption,25.42,23,Male,0,0,1,Low
DC02716,2022-04-15,Delhi,Urban Residential,Cannabis,Trafficking,222.33,22,Male,1,0,1,High
DC02584,2022-04-15,Bengaluru,Urban Residential,Cannabis,Possession,16.92,30,Male,2,1,1,Low
DC00335,2022-04-15,Chennai,Industrial Area,Methamphetamine,Public Consumption,1.21,27,Female,0,0,1,Low
DC01006,2022-04-15,Kolkata,Commercial Zone,Prescription Drugs,Public Consumption,0.5,22,Male,0,0,1,Low
DC02461,2022-04-16,Lucknow,Rural/Outskirts,Heroin,Possession,17.53,43,Female,4,1,1,Medium
DC01274,2022-04-16,Chennai,Urban Residential,Cannabis,Distribution,16.05,20,Male,2,1,1,Medium
DC02788,2022-04-16,Mumbai,Commercial Zone,Cannabis,Possession,9.36,31,Female,0,0,1,Low
DC03623,2022-04-16,Mumbai,Industrial Area,Cannabis,Distribution,26.37,34,Female,1,0,1,Medium
DC00056,2022-04-16,Jaipur,Nightlife District,Cocaine,Public Consumption,20.94,47,Male,2,1,1,Low
DC01298,2022-04-16,Mumbai,Industrial Area,MDMA,Possession,1.96,14,Male,0,0,0,Low
DC03908,2022-04-17,Delhi,Commercial Zone,Cannabis,Trafficking,343.9,25,Male,2,1,1,High
DC03120,2022-04-17,Mumbai,Urban Residential,Cannabis,Trafficking,73.66,22,Male,1,0,1,Medium
DC04775,2022-04-18,Delhi,Commercial Zone,Cannabis,Public Consumption,19.82,22,Male,0,0,1,Low
DC03067,2022-04-19,Chennai,Educational Zone,Prescription Drugs,Possession,18.54,23,Male,0,0,0,Low
DC00507,2022-04-19,Jaipur,Nightlife District,MDMA,Public Consumption,15.08,14,Male,1,0,1,Low
DC00576,2022-04-19,Lucknow,Rural/Outskirts,Heroin,Public Consumption,3.68,22,Male,1,0,1,Low
DC02587,2022-04-20,Chennai,Urban Residential,Methamphetamine,Possession,11.69,17,Male,3,1,1,Low
DC02472,2022-04-20,Lucknow,Nightlife District,Cannabis,Possession,30.26,23,Male,0,0,0,Low
DC00133,2022-04-20,Mumbai,Educational Zone,MDMA,Possession,2.79,14,Male,4,1,0,Medium
DC02899,2022-04-21,Bengaluru,Urban Residential,Methamphetamine,Possession,2.87,14,Male,3,1,1,Low
DC04451,2022-04-22,Bengaluru,Commercial Zone,Prescription Drugs,Possession,21.35,26,Male,2,1,1,Low
DC00194,2022-04-22,Kolkata,Industrial Area,MDMA,Public Consumption,0.5,22,Male,0,0,1,Low
DC03382,2022-04-22,Bengaluru,Nightlife District,Prescription Drugs,Possession,41.46,24,Male,0,0,1,Low
DC01155,2022-04-22,Kolkata,Urban Residential,Cannabis,Distribution,23.76,20,Male,1,0,0,Medium
DC02109,2022-04-23,Delhi,Urban Residential,MDMA,Possession,3.79,29,Male,0,0,1,Low
DC02292,2022-04-23,Delhi,Nightlife District,Cannabis,Possession,1.37,19,Male,2,1,0,Low
DC01177,2022-04-24,Pune,Urban Residential,Cocaine,Possession,19.96,31,Male,2,1,1,Low
DC01026,2022-04-25,Bengaluru,Commercial Zone,MDMA,Possession,4.19,25,Male,1,0,1,Low
DC03392,2022-04-25,Jaipur,Urban Residential,Cocaine,Possession,2.82,27,Male,3,1,0,Low
DC01437,2022-04-25,Delhi,Commercial Zone,Cannabis,Possession,12.99,27,Male,0,0,0,Low
DC01913,2022-04-25,Lucknow,Industrial Area,Methamphetamine,Possession,4.81,14,Male,2,1,0,Low
DC04954,2022-04-25,Kolkata,Nightlife District,MDMA,Public Consumption,1.35,18,Female,1,0,1,Low
DC02066,2022-04-26,Pune,Industrial Area,Cannabis,Possession,93.42,26,Male,1,0,0,Low
DC01753,2022-04-26,Chennai,Rural/Outskirts,MDMA,Public Consumption,8.14,20,Female,0,0,1,Low
DC01286,2022-04-27,Bengaluru,Commercial Zone,Prescription Drugs,Possession,97.05,35,Male,0,0,1,Low
DC01003,2022-04-27,Jaipur,Rural/Outskirts,Heroin,Possession,4.71,32,Male,1,0,1,Low
DC03390,2022-04-27,Kolkata,Urban Residential,Cannabis,Possession,21.42,20,Male,1,0,0,Low
DC00744,2022-04-27,Bengaluru,Commercial Zone,MDMA,Possession,15.5,26,Male,2,1,1,Low
DC01761,2022-04-28,Bengaluru,Educational Zone,Prescription Drugs,Public Consumption,14.29,23,Male,0,0,1,Low
DC01941,2022-04-28,Chennai,Commercial Zone,Cocaine,Possession,19.79,28,Male,2,1,0,Low
DC01669,2022-04-28,Mumbai,Urban Residential,Cocaine,Distribution,12.82,36,Male,1,0,1,Medium
DC03114,2022-04-28,Chennai,Urban Residential,Cannabis,Possession,64.35,28,Male,0,0,0,Low
DC00654,2022-04-29,Pune,Nightlife District,Heroin,Public Consumption,6.08,17,Male,0,0,1,Low
DC01820,2022-04-29,Delhi,Commercial Zone,Cannabis,Possession,24.69,40,Female,1,0,1,Low
DC00041,2022-04-29,Mumbai,Urban Residential,Heroin,Distribution,2.81,40,Female,0,0,1,Low
DC03596,2022-05-01,Kolkata,Industrial Area,Prescription Drugs,Possession,22.12,29,Female,1,0,1,Low
DC04621,2022-05-01,Ahmedabad,Urban Residential,Other Synthetic,Public Consumption,9.36,16,Male,0,0,0,Low
DC01351,2022-05-01,Ahmedabad,Nightlife District,MDMA,Possession,16.09,33,Female,2,1,1,Low
DC04555,2022-05-02,Bengaluru,Urban Residential,Other Synthetic,Public Consumption,0.5,36,Male,0,0,1,Low
DC00646,2022-05-02,Jaipur,Urban Residential,Heroin,Public Consumption,21.14,28,Male,0,0,0,Low
DC03144,2022-05-02,Hyderabad,Industrial Area,Prescription Drugs,Possession,9.88,14,Male,5,1,1,Medium
DC03399,2022-05-02,Delhi,Rural/Outskirts,Cannabis,Public Consumption,17.5,27,Male,2,1,1,Low
DC04726,2022-05-02,Chennai,Rural/Outskirts,Prescription Drugs,Public Consumption,0.5,34,Male,3,1,1,Low
DC02905,2022-05-02,Hyderabad,Urban Residential,Prescription Drugs,Possession,12.7,28,Male,1,0,1,Low
DC02607,2022-05-03,Chennai,Industrial Area,Methamphetamine,Public Consumption,10.5,25,Male,1,0,1,Low
DC01661,2022-05-03,Hyderabad,Educational Zone,Prescription Drugs,Possession,8.81,44,Female,0,0,0,Low
DC00847,2022-05-03,Chennai,Rural/Outskirts,Cannabis,Public Consumption,8.64,33,Female,0,0,1,Low
DC03795,2022-05-03,Chennai,Nightlife District,Other Synthetic,Possession,1.5,26,Male,1,0,0,Low
DC00895,2022-05-03,Kolkata,Urban Residential,Cannabis,Possession,11.16,39,Female,2,1,0,Low
DC03455,2022-05-03,Lucknow,Nightlife District,Cannabis,Public Consumption,8.72,20,Male,2,1,1,Low
DC03158,2022-05-03,Chennai,Nightlife District,MDMA,Possession,2.59,25,Male,2,1,1,Low
DC03225,2022-05-04,Mumbai,Urban Residential,Heroin,Possession,6.82,17,Male,2,1,0,Low
DC04333,2022-05-05,Bengaluru,Nightlife District,Cocaine,Possession,1.58,35,Female,2,1,1,Low
DC01220,2022-05-06,Delhi,Industrial Area,Cannabis,Distribution,226.57,14,Male,0,0,1,High
DC02945,2022-05-06,Pune,Educational Zone,Cannabis,Public Consumption,0.5,19,Male,1,0,1,Low
DC00861,2022-05-06,Pune,Nightlife District,Prescription Drugs,Possession,5.34,25,Male,2,1,0,Low
DC04260,2022-05-07,Delhi,Educational Zone,Prescription Drugs,Possession,70.32,16,Male,1,0,1,Low
DC00477,2022-05-07,Chennai,Commercial Zone,Cocaine,Public Consumption,21.57,31,Male,0,0,1,Low
DC04201,2022-05-07,Ahmedabad,Commercial Zone,Prescription Drugs,Possession,24.05,26,Male,1,0,0,Low
DC04158,2022-05-07,Ahmedabad,Urban Residential,Cannabis,Distribution,84.92,19,Female,1,0,1,Medium
DC04313,2022-05-08,Mumbai,Urban Residential,Cannabis,Public Consumption,5.38,30,Female,0,0,0,Low
DC00807,2022-05-08,Lucknow,Urban Residential,Methamphetamine,Possession,6.08,22,Male,4,1,1,Medium
DC02371,2022-05-08,Kolkata,Nightlife District,Heroin,Possession,1.42,35,Male,0,0,1,Low
DC02121,2022-05-08,Ahmedabad,Rural/Outskirts,Cannabis,Possession,66.71,18,Male,3,1,1,Medium
DC03500,2022-05-09,Pune,Commercial Zone,Cannabis,Possession,84.43,24,Male,0,0,1,Low
DC01354,2022-05-09,Pune,Urban Residential,Other Synthetic,Possession,16.4,24,Male,4,1,1,Medium
DC01202,2022-05-10,Chennai,Educational Zone,Prescription Drugs,Possession,1.96,37,Male,1,0,0,Low
DC01984,2022-05-10,Bengaluru,Urban Residential,MDMA,Public Consumption,11.6,24,Male,4,1,1,Medium
DC04890,2022-05-11,Kolkata,Nightlife District,Cannabis,Possession,27.59,24,Male,1,0,0,Low
DC03095,2022-05-11,Mumbai,Urban Residential,Cannabis,Possession,46.44,26,Male,3,1,0,Medium
DC01334,2022-05-11,Lucknow,Nightlife District,Prescription Drugs,Possession,38.86,43,Male,1,0,1,Low
DC03592,2022-05-12,Mumbai,Commercial Zone,Heroin,Trafficking,74.07,25,Male,1,0,1,Medium
DC04502,2022-05-12,Bengaluru,Nightlife District,Cannabis,Distribution,60.7,36,Male,3,1,1,Medium
DC04242,2022-05-13,Delhi,Urban Residential,Methamphetamine,Possession,4.82,22,Male,2,1,0,Low
DC02403,2022-05-13,Bengaluru,Commercial Zone,Heroin,Distribution,3.69,26,Female,0,0,0,Low
DC02893,2022-05-13,Pune,Commercial Zone,Cannabis,Distribution,88.9,46,Male,1,0,1,Medium
DC00634,2022-05-13,Hyderabad,Urban Residential,Methamphetamine,Possession,13.78,45,Male,0,0,1,Low
DC04477,2022-05-13,Bengaluru,Urban Residential,Other Synthetic,Possession,9.93,21,Male,2,1,1,Low
DC04371,2022-05-13,Mumbai,Commercial Zone,MDMA,Public Consumption,2.76,28,Male,1,0,1,Low
DC02085,2022-05-13,Hyderabad,Industrial Area,Heroin,Possession,1.39,14,Male,0,0,1,Low
DC00775,2022-05-13,Ahmedabad,Industrial Area,MDMA,Public Consumption,8.78,25,Male,2,1,0,Low
DC01348,2022-05-13,Delhi,Nightlife District,Cocaine,Possession,34.47,27,Male,1,0,1,Low
DC01278,2022-05-13,Lucknow,Commercial Zone,Cocaine,Public Consumption,9.07,36,Male,2,1,1,Low
DC04800,2022-05-14,Kolkata,Commercial Zone,Methamphetamine,Public Consumption,2.92,42,Female,2,1,0,Low
DC03456,2022-05-14,Mumbai,Industrial Area,MDMA,Possession,0.5,23,Male,1,0,0,Low
DC02337,2022-05-14,Bengaluru,Urban Residential,Heroin,Distribution,15.48,39,Male,3,1,0,Medium
DC04930,2022-05-15,Jaipur,Rural/Outskirts,Methamphetamine,Distribution,61.67,37,Male,1,0,1,Medium
DC04102,2022-05-15,Bengaluru,Commercial Zone,Heroin,Possession,5.13,20,Male,0,0,1,Low
DC00101,2022-05-15,Chennai,Urban Residential,Heroin,Possession,2.35,26,Male,1,0,1,Low
DC01870,2022-05-17,Pune,Industrial Area,Cocaine,Possession,9.67,33,Male,2,1,0,Low
DC04710,2022-05-17,Kolkata,Industrial Area,Prescription Drugs,Possession,4.73,23,Male,2,1,0,Low
DC01624,2022-05-17,Lucknow,Commercial Zone,Cannabis,Public Consumption,19.16,17,Male,1,0,0,Low
DC02721,2022-05-18,Jaipur,Educational Zone,Cocaine,Distribution,6.57,24,Male,2,1,1,Medium
DC03979,2022-05-18,Chennai,Commercial Zone,Cannabis,Possession,5.79,33,Male,2,1,0,Low
DC04483,2022-05-18,Hyderabad,Industrial Area,Cannabis,Distribution,204.55,30,Male,2,1,0,High
DC00170,2022-05-19,Hyderabad,Educational Zone,Cannabis,Possession,85.76,25,Female,1,0,0,Low
DC04168,2022-05-19,Chennai,Commercial Zone,Cannabis,Possession,1.81,32,Male,2,1,1,Low
DC02243,2022-05-19,Hyderabad,Urban Residential,Cannabis,Distribution,85.59,16,Male,0,0,1,Medium
DC03345,2022-05-19,Bengaluru,Urban Residential,Prescription Drugs,Distribution,3.97,25,Male,1,0,0,Low
DC04697,2022-05-19,Bengaluru,Industrial Area,Heroin,Possession,61.91,23,Male,5,1,0,Medium
DC03265,2022-05-19,Pune,Industrial Area,Heroin,Possession,11.6,36,Male,2,1,0,Low
DC01368,2022-05-19,Jaipur,Urban Residential,Cannabis,Distribution,6.27,38,Male,1,0,1,Low
DC00189,2022-05-20,Hyderabad,Industrial Area,Cannabis,Distribution,213.06,24,Male,0,0,1,High
DC04706,2022-05-20,Bengaluru,Educational Zone,Prescription Drugs,Trafficking,143.83,28,Male,2,1,1,High
DC00632,2022-05-20,Jaipur,Industrial Area,Other Synthetic,Distribution,5.57,15,Male,0,0,1,Low
DC01107,2022-05-20,Delhi,Urban Residential,MDMA,Distribution,8.14,14,Male,4,1,0,Medium
DC01985,2022-05-21,Mumbai,Industrial Area,Methamphetamine,Public Consumption,2.21,14,Male,1,0,1,Low
DC03263,2022-05-21,Bengaluru,Urban Residential,MDMA,Possession,0.5,34,Male,0,0,1,Low
DC02294,2022-05-21,Bengaluru,Commercial Zone,Cannabis,Public Consumption,20.88,30,Female,0,0,0,Low
DC02802,2022-05-22,Jaipur,Urban Residential,Cannabis,Distribution,8.06,28,Male,2,1,1,Medium
DC03860,2022-05-23,Ahmedabad,Educational Zone,Methamphetamine,Possession,8.75,31,Female,2,1,1,Low
DC00015,2022-05-23,Mumbai,Urban Residential,Methamphetamine,Distribution,4.75,35,Male,0,0,1,Low
DC03545,2022-05-24,Ahmedabad,Urban Residential,Prescription Drugs,Possession,38.39,15,Male,0,0,1,Low
DC02965,2022-05-24,Ahmedabad,Commercial Zone,MDMA,Public Consumption,0.67,40,Male,1,0,0,Low
DC02695,2022-05-24,Lucknow,Nightlife District,Cannabis,Possession,57.35,19,Female,0,0,1,Low
DC03752,2022-05-24,Jaipur,Nightlife District,Other Synthetic,Possession,1.22,16,Male,2,1,0,Low
DC04384,2022-05-25,Hyderabad,Industrial Area,Prescription Drugs,Possession,5.63,28,Male,2,1,0,Low
DC02673,2022-05-25,Kolkata,Urban Residential,Prescription Drugs,Possession,29.92,28,Male,2,1,0,Low
DC02482,2022-05-26,Jaipur,Industrial Area,Heroin,Possession,1.22,20,Male,0,0,0,Low
DC04724,2022-05-26,Bengaluru,Urban Residential,Other Synthetic,Possession,6.96,17,Male,0,0,0,Low
DC01522,2022-05-26,Lucknow,Urban Residential,Cannabis,Trafficking,54.95,20,Male,5,1,1,High
DC04099,2022-05-26,Delhi,Commercial Zone,MDMA,Public Consumption,5.97,37,Male,1,0,1,Low
DC03398,2022-05-27,Ahmedabad,Commercial Zone,Cannabis,Possession,5.11,19,Female,0,0,0,Low
DC02960,2022-05-27,Ahmedabad,Commercial Zone,Cannabis,Possession,11.03,29,Male,0,0,1,Low
DC00463,2022-05-27,Pune,Commercial Zone,Cannabis,Possession,24.21,37,Male,0,0,0,Low
DC02650,2022-05-27,Bengaluru,Industrial Area,Cannabis,Trafficking,57.31,23,Male,2,1,1,High
DC04324,2022-05-28,Bengaluru,Nightlife District,Heroin,Possession,9.26,32,Male,2,1,0,Low
DC02933,2022-05-28,Chennai,Educational Zone,Cannabis,Public Consumption,29.68,21,Male,3,1,1,Medium
DC02276,2022-05-29,Hyderabad,Urban Residential,Cannabis,Public Consumption,5.79,22,Male,3,1,0,Medium
DC03143,2022-05-29,Hyderabad,Commercial Zone,Other Synthetic,Possession,1.6,41,Male,0,0,0,Low
DC02413,2022-05-29,Bengaluru,Educational Zone,Cannabis,Possession,21.36,19,Male,0,0,1,Low
DC04619,2022-05-29,Delhi,Urban Residential,Cannabis,Trafficking,67.0,31,Male,2,1,1,High
DC00908,2022-05-29,Delhi,Urban Residential,Cocaine,Public Consumption,16.85,42,Male,2,1,0,Low
DC01308,2022-05-30,Ahmedabad,Urban Residential,Methamphetamine,Possession,3.81,19,Male,0,0,0,Low
DC02481,2022-05-30,Delhi,Educational Zone,Cocaine,Public Consumption,18.59,24,Male,8,1,0,High
DC00408,2022-05-31,Chennai,Nightlife District,MDMA,Possession,8.28,37,Male,0,0,0,Low
DC04208,2022-05-31,Hyderabad,Industrial Area,Prescription Drugs,Possession,148.24,25,Male,2,1,1,Medium
DC00686,2022-06-01,Hyderabad,Nightlife District,MDMA,Possession,8.56,23,Male,0,0,0,Low
DC01882,2022-06-01,Jaipur,Nightlife District,Methamphetamine,Public Consumption,2.26,30,Female,0,0,1,Low
DC02810,2022-06-01,Pune,Urban Residential,Cannabis,Distribution,228.7,39,Male,2,1,1,High
